C000  4C F5 C5  JMP $C5F5                       A:00 X:00 Y:00 P:24 SP:FD CYC:7
CD25  D0 03     BNE $CD2A                       A:00 X:00 Y:99 P:27 SP:FB CYC:1706
CD27  4C 2E CD  JMP $CD2E                       A:00 X:00 Y:99 P:27 SP:FB CYC:1708
CD2E  EA        NOP                             A:00 X:00 Y:99 P:27 SP:FB CYC:1711
CD2F  A9 85     LDA #$85                        A:00 X:00 Y:99 P:27 SP:FB CYC:1713
CD31  A2 34     LDX #$34                        A:85 X:00 Y:99 P:A5 SP:FB CYC:1715
CD33  A0 99     LDY #$99                        A:85 X:34 Y:99 P:25 SP:FB CYC:1717
CD35  18        CLC                             A:85 X:34 Y:99 P:A5 SP:FB CYC:1719
CD36  24 01     BIT $01                         A:85 X:34 Y:99 P:A4 SP:FB CYC:1721
CD38  98        TYA                             A:85 X:34 Y:99 P:E4 SP:FB CYC:1724
CD39  F0 2E     BEQ $CD69                       A:99 X:34 Y:99 P:E4 SP:FB CYC:1726
CD3B  B0 2C     BCS $CD69                       A:99 X:34 Y:99 P:E4 SP:FB CYC:1728
CD3D  50 2A     BVC $CD69                       A:99 X:34 Y:99 P:E4 SP:FB CYC:1730
CD3F  10 28     BPL $CD69                       A:99 X:34 Y:99 P:E4 SP:FB CYC:1732
CD41  C9 99     CMP #$99                        A:99 X:34 Y:99 P:E4 SP:FB CYC:1734
CD43  D0 24     BNE $CD69                       A:99 X:34 Y:99 P:67 SP:FB CYC:1736
CD45  E0 34     CPX #$34                        A:99 X:34 Y:99 P:67 SP:FB CYC:1738
CD47  D0 20     BNE $CD69                       A:99 X:34 Y:99 P:67 SP:FB CYC:1740
CD49  C0 99     CPY #$99                        A:99 X:34 Y:99 P:67 SP:FB CYC:1742
CD4B  D0 1C     BNE $CD69                       A:99 X:34 Y:99 P:67 SP:FB CYC:1744
CD4D  A0 00     LDY #$00                        A:99 X:34 Y:99 P:67 SP:FB CYC:1746
CD4F  38        SEC                             A:99 X:34 Y:00 P:67 SP:FB CYC:1748
CD50  B8        CLV                             A:99 X:34 Y:00 P:67 SP:FB CYC:1750
CD51  98        TYA                             A:99 X:34 Y:00 P:27 SP:FB CYC:1752
CD52  D0 15     BNE $CD69                       A:00 X:34 Y:00 P:27 SP:FB CYC:1754
CD54  90 13     BCC $CD69                       A:00 X:34 Y:00 P:27 SP:FB CYC:1756
CD56  70 11     BVS $CD69                       A:00 X:34 Y:00 P:27 SP:FB CYC:1758
CD58  30 0F     BMI $CD69                       A:00 X:34 Y:00 P:27 SP:FB CYC:1760
CD5A  C9 00     CMP #$00                        A:00 X:34 Y:00 P:27 SP:FB CYC:1762
CD5C  D0 0B     BNE $CD69                       A:00 X:34 Y:00 P:27 SP:FB CYC:1764
CD5E  E0 34     CPX #$34                        A:00 X:34 Y:00 P:27 SP:FB CYC:1766
CD60  D0 07     BNE $CD69                       A:00 X:34 Y:00 P:27 SP:FB CYC:1768
CD62  C0 00     CPY #$00                        A:00 X:34 Y:00 P:27 SP:FB CYC:1770
CD64  D0 03     BNE $CD69                       A:00 X:34 Y:00 P:27 SP:FB CYC:1772
CD66  4C 6D CD  JMP $CD6D                       A:00 X:34 Y:00 P:27 SP:FB CYC:1774
CD6D  EA        NOP                             A:00 X:34 Y:00 P:27 SP:FB CYC:1777
CD6E  A9 85     LDA #$85                        A:00 X:34 Y:00 P:27 SP:FB CYC:1779
CD70  A2 34     LDX #$34                        A:85 X:34 Y:00 P:A5 SP:FB CYC:1781
CD72  A0 99     LDY #$99                        A:85 X:34 Y:00 P:25 SP:FB CYC:1783
CD74  18        CLC                             A:85 X:34 Y:99 P:A5 SP:FB CYC:1785
CD75  24 01     BIT $01                         A:85 X:34 Y:99 P:A4 SP:FB CYC:1787
CD77  8A        TXA                             A:85 X:34 Y:99 P:E4 SP:FB CYC:1790
CD78  F0 2E     BEQ $CDA8                       A:34 X:34 Y:99 P:64 SP:FB CYC:1792
CD7A  B0 2C     BCS $CDA8                       A:34 X:34 Y:99 P:64 SP:FB CYC:1794
CD7C  50 2A     BVC $CDA8                       A:34 X:34 Y:99 P:64 SP:FB CYC:1796
CD7E  30 28     BMI $CDA8                       A:34 X:34 Y:99 P:64 SP:FB CYC:1798
CD80  C9 34     CMP #$34                        A:34 X:34 Y:99 P:64 SP:FB CYC:1800
CD82  D0 24     BNE $CDA8                       A:34 X:34 Y:99 P:67 SP:FB CYC:1802
CD84  E0 34     CPX #$34                        A:34 X:34 Y:99 P:67 SP:FB CYC:1804
CD86  D0 20     BNE $CDA8                       A:34 X:34 Y:99 P:67 SP:FB CYC:1806
CD88  C0 99     CPY #$99                        A:34 X:34 Y:99 P:67 SP:FB CYC:1808
CD8A  D0 1C     BNE $CDA8                       A:34 X:34 Y:99 P:67 SP:FB CYC:1810
CD8C  A2 00     LDX #$00                        A:34 X:34 Y:99 P:67 SP:FB CYC:1812
CD8E  38        SEC                             A:34 X:00 Y:99 P:67 SP:FB CYC:1814
CD8F  B8        CLV                             A:34 X:00 Y:99 P:67 SP:FB CYC:1816
CD90  8A        TXA                             A:34 X:00 Y:99 P:27 SP:FB CYC:1818
CD91  D0 15     BNE $CDA8                       A:00 X:00 Y:99 P:27 SP:FB CYC:1820
CD93  90 13     BCC $CDA8                       A:00 X:00 Y:99 P:27 SP:FB CYC:1822
CD95  70 11     BVS $CDA8                       A:00 X:00 Y:99 P:27 SP:FB CYC:1824
CD97  30 0F     BMI $CDA8                       A:00 X:00 Y:99 P:27 SP:FB CYC:1826
CD99  C9 00     CMP #$00                        A:00 X:00 Y:99 P:27 SP:FB CYC:1828
CD9B  D0 0B     BNE $CDA8                       A:00 X:00 Y:99 P:27 SP:FB CYC:1830
CD9D  E0 00     CPX #$00                        A:00 X:00 Y:99 P:27 SP:FB CYC:1832
CD9F  D0 07     BNE $CDA8                       A:00 X:00 Y:99 P:27 SP:FB CYC:1834
CDA1  C0 99     CPY #$99                        A:00 X:00 Y:99 P:27 SP:FB CYC:1836
CDA3  D0 03     BNE $CDA8                       A:00 X:00 Y:99 P:27 SP:FB CYC:1838
CDA5  4C AC CD  JMP $CDAC                       A:00 X:00 Y:99 P:27 SP:FB CYC:1840
CDAC  EA        NOP                             A:00 X:00 Y:99 P:27 SP:FB CYC:1843
CDAD  BA        TSX                             A:00 X:00 Y:99 P:27 SP:FB CYC:1845
CDAE  8E FF 07  STX $07FF                       A:00 X:FB Y:99 P:A5 SP:FB CYC:1847
CDB1  A0 33     LDY #$33                        A:00 X:FB Y:99 P:A5 SP:FB CYC:1851
CDB3  A2 69     LDX #$69                        A:00 X:FB Y:33 P:25 SP:FB CYC:1853
CDB5  A9 84     LDA #$84                        A:00 X:69 Y:33 P:25 SP:FB CYC:1855
CDB7  18        CLC                             A:84 X:69 Y:33 P:A5 SP:FB CYC:1857
CDB8  24 01     BIT $01                         A:84 X:69 Y:33 P:A4 SP:FB CYC:1859
CDBA  9A        TXS                             A:84 X:69 Y:33 P:E4 SP:FB CYC:1862
CDBB  F0 32     BEQ $CDEF                       A:84 X:69 Y:33 P:E4 SP:69 CYC:1864
CDBD  10 30     BPL $CDEF                       A:84 X:69 Y:33 P:E4 SP:69 CYC:1866
CDBF  B0 2E     BCS $CDEF                       A:84 X:69 Y:33 P:E4 SP:69 CYC:1868
CDC1  50 2C     BVC $CDEF                       A:84 X:69 Y:33 P:E4 SP:69 CYC:1870
CDC3  C9 84     CMP #$84                        A:84 X:69 Y:33 P:E4 SP:69 CYC:1872
CDC5  D0 28     BNE $CDEF                       A:84 X:69 Y:33 P:67 SP:69 CYC:1874
CDC7  E0 69     CPX #$69                        A:84 X:69 Y:33 P:67 SP:69 CYC:1876
CDC9  D0 24     BNE $CDEF                       A:84 X:69 Y:33 P:67 SP:69 CYC:1878
CDCB  C0 33     CPY #$33                        A:84 X:69 Y:33 P:67 SP:69 CYC:1880
CDCD  D0 20     BNE $CDEF                       A:84 X:69 Y:33 P:67 SP:69 CYC:1882
CDCF  A0 01     LDY #$01                        A:84 X:69 Y:33 P:67 SP:69 CYC:1884
CDD1  A9 04     LDA #$04                        A:84 X:69 Y:01 P:65 SP:69 CYC:1886
CDD3  38        SEC                             A:04 X:69 Y:01 P:65 SP:69 CYC:1888
CDD4  B8        CLV                             A:04 X:69 Y:01 P:65 SP:69 CYC:1890
CDD5  A2 00     LDX #$00                        A:04 X:69 Y:01 P:25 SP:69 CYC:1892
CDD7  BA        TSX                             A:04 X:00 Y:01 P:27 SP:69 CYC:1894
CDD8  F0 15     BEQ $CDEF                       A:04 X:69 Y:01 P:25 SP:69 CYC:1896
CDDA  30 13     BMI $CDEF                       A:04 X:69 Y:01 P:25 SP:69 CYC:1898
CDDC  90 11     BCC $CDEF                       A:04 X:69 Y:01 P:25 SP:69 CYC:1900
CDDE  70 0F     BVS $CDEF                       A:04 X:69 Y:01 P:25 SP:69 CYC:1902
CDE0  E0 69     CPX #$69                        A:04 X:69 Y:01 P:25 SP:69 CYC:1904
CDE2  D0 0B     BNE $CDEF                       A:04 X:69 Y:01 P:27 SP:69 CYC:1906
CDE4  C9 04     CMP #$04                        A:04 X:69 Y:01 P:27 SP:69 CYC:1908
CDE6  D0 07     BNE $CDEF                       A:04 X:69 Y:01 P:27 SP:69 CYC:1910
CDE8  C0 01     CPY #$01                        A:04 X:69 Y:01 P:27 SP:69 CYC:1912
CDEA  D0 03     BNE $CDEF                       A:04 X:69 Y:01 P:27 SP:69 CYC:1914
CDEC  4C F3 CD  JMP $CDF3                       A:04 X:69 Y:01 P:27 SP:69 CYC:1916
CDF3  AE FF 07  LDX $07FF                       A:04 X:69 Y:01 P:27 SP:69 CYC:1919
CDF6  9A        TXS                             A:04 X:FB Y:01 P:A5 SP:69 CYC:1923
CDF7  60        RTS                             A:04 X:FB Y:01 P:A5 SP:FB CYC:1925
C609  20 F8 CD  JSR $CDF8                       A:04 X:FB Y:01 P:A5 SP:FD CYC:1931
CDF8  A9 FF     LDA #$FF                        A:04 X:FB Y:01 P:A5 SP:FB CYC:1937
CDFA  85 01     STA $01                         A:FF X:FB Y:01 P:A5 SP:FB CYC:1939
CDFC  BA        TSX                             A:FF X:FB Y:01 P:A5 SP:FB CYC:1942
CDFD  8E FF 07  STX $07FF                       A:FF X:FB Y:01 P:A5 SP:FB CYC:1944
CE00  EA        NOP                             A:FF X:FB Y:01 P:A5 SP:FB CYC:1948
CE01  A2 80     LDX #$80                        A:FF X:FB Y:01 P:A5 SP:FB CYC:1950
CE03  9A        TXS                             A:FF X:80 Y:01 P:A5 SP:FB CYC:1952
CE04  A9 33     LDA #$33                        A:FF X:80 Y:01 P:A5 SP:80 CYC:1954
CE06  48        PHA                             A:33 X:80 Y:01 P:25 SP:80 CYC:1956
CE07  A9 69     LDA #$69                        A:33 X:80 Y:01 P:25 SP:7F CYC:1959
CE09  48        PHA                             A:69 X:80 Y:01 P:25 SP:7F CYC:1961
CE0A  BA        TSX                             A:69 X:80 Y:01 P:25 SP:7E CYC:1964
CE0B  E0 7E     CPX #$7E                        A:69 X:7E Y:01 P:25 SP:7E CYC:1966
CE0D  D0 20     BNE $CE2F                       A:69 X:7E Y:01 P:27 SP:7E CYC:1968
CE0F  68        PLA                             A:69 X:7E Y:01 P:27 SP:7E CYC:1970
CE10  C9 69     CMP #$69                        A:69 X:7E Y:01 P:25 SP:7F CYC:1974
CE12  D0 1B     BNE $CE2F                       A:69 X:7E Y:01 P:27 SP:7F CYC:1976
CE14  68        PLA                             A:69 X:7E Y:01 P:27 SP:7F CYC:1978
CE15  C9 33     CMP #$33                        A:33 X:7E Y:01 P:25 SP:80 CYC:1982
CE17  D0 16     BNE $CE2F                       A:33 X:7E Y:01 P:27 SP:80 CYC:1984
CE19  BA        TSX                             A:33 X:7E Y:01 P:27 SP:80 CYC:1986
CE1A  E0 80     CPX #$80                        A:33 X:80 Y:01 P:A5 SP:80 CYC:1988
CE1C  D0 11     BNE $CE2F                       A:33 X:80 Y:01 P:27 SP:80 CYC:1990
CE1E  AD 80 01  LDA $0180                       A:33 X:80 Y:01 P:27 SP:80 CYC:1992
CE21  C9 33     CMP #$33                        A:33 X:80 Y:01 P:25 SP:80 CYC:1996
CE23  D0 0A     BNE $CE2F                       A:33 X:80 Y:01 P:27 SP:80 CYC:1998
CE25  AD 7F 01  LDA $017F                       A:33 X:80 Y:01 P:27 SP:80 CYC:2000
CE28  C9 69     CMP #$69                        A:69 X:80 Y:01 P:25 SP:80 CYC:2004
CE2A  D0 03     BNE $CE2F                       A:69 X:80 Y:01 P:27 SP:80 CYC:2006
CE2C  4C 33 CE  JMP $CE33                       A:69 X:80 Y:01 P:27 SP:80 CYC:2008
CE33  EA        NOP                             A:69 X:80 Y:01 P:27 SP:80 CYC:2011
CE34  A2 80     LDX #$80                        A:69 X:80 Y:01 P:27 SP:80 CYC:2013
CE36  9A        TXS                             A:69 X:80 Y:01 P:A5 SP:80 CYC:2015
CE37  20 3D CE  JSR $CE3D                       A:69 X:80 Y:01 P:A5 SP:80 CYC:2017
CE3D  BA        TSX                             A:69 X:80 Y:01 P:A5 SP:7E CYC:2023
CE3E  E0 7E     CPX #$7E                        A:69 X:7E Y:01 P:25 SP:7E CYC:2025
CE40  D0 19     BNE $CE5B                       A:69 X:7E Y:01 P:27 SP:7E CYC:2027
CE42  68        PLA                             A:69 X:7E Y:01 P:27 SP:7E CYC:2029
CE43  68        PLA                             A:39 X:7E Y:01 P:25 SP:7F CYC:2033
CE44  BA        TSX                             A:CE X:7E Y:01 P:A5 SP:80 CYC:2037
CE45  E0 80     CPX #$80                        A:CE X:80 Y:01 P:A5 SP:80 CYC:2039
CE47  D0 12     BNE $CE5B                       A:CE X:80 Y:01 P:27 SP:80 CYC:2041
CE49  A9 00     LDA #$00                        A:CE X:80 Y:01 P:27 SP:80 CYC:2043
CE4B  20 4E CE  JSR $CE4E                       A:00 X:80 Y:01 P:27 SP:80 CYC:2045
CE4E  68        PLA                             A:00 X:80 Y:01 P:27 SP:7E CYC:2051
CE4F  C9 4D     CMP #$4D                        A:4D X:80 Y:01 P:25 SP:7F CYC:2055
CE51  D0 08     BNE $CE5B                       A:4D X:80 Y:01 P:27 SP:7F CYC:2057
CE53  68        PLA                             A:4D X:80 Y:01 P:27 SP:7F CYC:2059
CE54  C9 CE     CMP #$CE                        A:CE X:80 Y:01 P:A5 SP:80 CYC:2063
CE56  D0 03     BNE $CE5B                       A:CE X:80 Y:01 P:27 SP:80 CYC:2065
CE58  4C 5F CE  JMP $CE5F                       A:CE X:80 Y:01 P:27 SP:80 CYC:2067
CE5F  EA        NOP                             A:CE X:80 Y:01 P:27 SP:80 CYC:2070
CE60  A9 CE     LDA #$CE                        A:CE X:80 Y:01 P:27 SP:80 CYC:2072
CE62  48        PHA                             A:CE X:80 Y:01 P:A5 SP:80 CYC:2074
CE63  A9 66     LDA #$66                        A:CE X:80 Y:01 P:A5 SP:7F CYC:2077
CE65  48        PHA                             A:66 X:80 Y:01 P:25 SP:7F CYC:2079
CE66  60        RTS                             A:66 X:80 Y:01 P:25 SP:7E CYC:2082
CE67  A2 77     LDX #$77                        A:66 X:80 Y:01 P:25 SP:80 CYC:2088
CE69  A0 69     LDY #$69                        A:66 X:77 Y:01 P:25 SP:80 CYC:2090
CE6B  18        CLC                             A:66 X:77 Y:69 P:25 SP:80 CYC:2092
CE6C  24 01     BIT $01                         A:66 X:77 Y:69 P:24 SP:80 CYC:2094
CE6E  A9 83     LDA #$83                        A:66 X:77 Y:69 P:E4 SP:80 CYC:2097
CE70  20 66 CE  JSR $CE66                       A:83 X:77 Y:69 P:E4 SP:80 CYC:2099
CE66  60        RTS                             A:83 X:77 Y:69 P:E4 SP:7E CYC:2105
CE73  F0 24     BEQ $CE99                       A:83 X:77 Y:69 P:E4 SP:80 CYC:2111
CE75  10 22     BPL $CE99                       A:83 X:77 Y:69 P:E4 SP:80 CYC:2113
CE77  B0 20     BCS $CE99                       A:83 X:77 Y:69 P:E4 SP:80 CYC:2115
CE79  50 1E     BVC $CE99                       A:83 X:77 Y:69 P:E4 SP:80 CYC:2117
CE7B  C9 83     CMP #$83                        A:83 X:77 Y:69 P:E4 SP:80 CYC:2119
CE7D  D0 1A     BNE $CE99                       A:83 X:77 Y:69 P:67 SP:80 CYC:2121
CE7F  C0 69     CPY #$69                        A:83 X:77 Y:69 P:67 SP:80 CYC:2123
CE81  D0 16     BNE $CE99                       A:83 X:77 Y:69 P:67 SP:80 CYC:2125
CE83  E0 77     CPX #$77                        A:83 X:77 Y:69 P:67 SP:80 CYC:2127
CE85  D0 12     BNE $CE99                       A:83 X:77 Y:69 P:67 SP:80 CYC:2129
CE87  38        SEC                             A:83 X:77 Y:69 P:67 SP:80 CYC:2131
CE88  B8        CLV                             A:83 X:77 Y:69 P:67 SP:80 CYC:2133
CE89  A9 00     LDA #$00                        A:83 X:77 Y:69 P:27 SP:80 CYC:2135
CE8B  20 66 CE  JSR $CE66                       A:00 X:77 Y:69 P:27 SP:80 CYC:2137
CE66  60        RTS                             A:00 X:77 Y:69 P:27 SP:7E CYC:2143
CE8E  D0 09     BNE $CE99                       A:00 X:77 Y:69 P:27 SP:80 CYC:2149
CE90  30 07     BMI $CE99                       A:00 X:77 Y:69 P:27 SP:80 CYC:2151
CE92  90 05     BCC $CE99                       A:00 X:77 Y:69 P:27 SP:80 CYC:2153
CE94  70 03     BVS $CE99                       A:00 X:77 Y:69 P:27 SP:80 CYC:2155
CE96  4C 9D CE  JMP $CE9D                       A:00 X:77 Y:69 P:27 SP:80 CYC:2157
CE9D  EA        NOP                             A:00 X:77 Y:69 P:27 SP:80 CYC:2160
CE9E  A9 CE     LDA #$CE                        A:00 X:77 Y:69 P:27 SP:80 CYC:2162
CEA0  48        PHA                             A:CE X:77 Y:69 P:A5 SP:80 CYC:2164
CEA1  A9 AE     LDA #$AE                        A:CE X:77 Y:69 P:A5 SP:7F CYC:2167
CEA3  48        PHA                             A:AE X:77 Y:69 P:A5 SP:7F CYC:2169
CEA4  A9 65     LDA #$65                        A:AE X:77 Y:69 P:A5 SP:7E CYC:2172
CEA6  48        PHA                             A:65 X:77 Y:69 P:25 SP:7E CYC:2174
CEA7  A9 55     LDA #$55                        A:65 X:77 Y:69 P:25 SP:7D CYC:2177
CEA9  A0 88     LDY #$88                        A:55 X:77 Y:69 P:25 SP:7D CYC:2179
CEAB  A2 99     LDX #$99                        A:55 X:77 Y:88 P:A5 SP:7D CYC:2181
CEAD  40        RTI                             A:55 X:99 Y:88 P:A5 SP:7D CYC:2183
CEAE  30 35     BMI $CEE5                       A:55 X:99 Y:88 P:65 SP:80 CYC:2189
CEB0  50 33     BVC $CEE5                       A:55 X:99 Y:88 P:65 SP:80 CYC:2191
CEB2  F0 31     BEQ $CEE5                       A:55 X:99 Y:88 P:65 SP:80 CYC:2193
CEB4  90 2F     BCC $CEE5                       A:55 X:99 Y:88 P:65 SP:80 CYC:2195
CEB6  C9 55     CMP #$55                        A:55 X:99 Y:88 P:65 SP:80 CYC:2197
CEB8  D0 2B     BNE $CEE5                       A:55 X:99 Y:88 P:67 SP:80 CYC:2199
CEBA  C0 88     CPY #$88                        A:55 X:99 Y:88 P:67 SP:80 CYC:2201
CEBC  D0 27     BNE $CEE5                       A:55 X:99 Y:88 P:67 SP:80 CYC:2203
CEBE  E0 99     CPX #$99                        A:55 X:99 Y:88 P:67 SP:80 CYC:2205
CEC0  D0 23     BNE $CEE5                       A:55 X:99 Y:88 P:67 SP:80 CYC:2207
CEC2  A9 CE     LDA #$CE                        A:55 X:99 Y:88 P:67 SP:80 CYC:2209
CEC4  48        PHA                             A:CE X:99 Y:88 P:E5 SP:80 CYC:2211
CEC5  A9 CE     LDA #$CE                        A:CE X:99 Y:88 P:E5 SP:7F CYC:2214
CEC7  48        PHA                             A:CE X:99 Y:88 P:E5 SP:7F CYC:2216
CEC8  A9 87     LDA #$87                        A:CE X:99 Y:88 P:E5 SP:7E CYC:2219
CECA  48        PHA                             A:87 X:99 Y:88 P:E5 SP:7E CYC:2221
CECB  A9 55     LDA #$55                        A:87 X:99 Y:88 P:E5 SP:7D CYC:2224
CECD  40        RTI                             A:55 X:99 Y:88 P:65 SP:7D CYC:2226
CECE  10 15     BPL $CEE5                       A:55 X:99 Y:88 P:A7 SP:80 CYC:2232
CED0  70 13     BVS $CEE5                       A:55 X:99 Y:88 P:A7 SP:80 CYC:2234
CED2  D0 11     BNE $CEE5                       A:55 X:99 Y:88 P:A7 SP:80 CYC:2236
CED4  90 0F     BCC $CEE5                       A:55 X:99 Y:88 P:A7 SP:80 CYC:2238
CED6  C9 55     CMP #$55                        A:55 X:99 Y:88 P:A7 SP:80 CYC:2240
CED8  D0 0B     BNE $CEE5                       A:55 X:99 Y:88 P:27 SP:80 CYC:2242
CEDA  C0 88     CPY #$88                        A:55 X:99 Y:88 P:27 SP:80 CYC:2244
CEDC  D0 07     BNE $CEE5                       A:55 X:99 Y:88 P:27 SP:80 CYC:2246
CEDE  E0 99     CPX #$99                        A:55 X:99 Y:88 P:27 SP:80 CYC:2248
CEE0  D0 03     BNE $CEE5                       A:55 X:99 Y:88 P:27 SP:80 CYC:2250
CEE2  4C E9 CE  JMP $CEE9                       A:55 X:99 Y:88 P:27 SP:80 CYC:2252
CEE9  AE FF 07  LDX $07FF                       A:55 X:99 Y:88 P:27 SP:80 CYC:2255
CEEC  9A        TXS                             A:55 X:FB Y:88 P:A5 SP:80 CYC:2259
CEED  60        RTS                             A:55 X:FB Y:88 P:A5 SP:FB CYC:2261
C60C  20 EE CE  JSR $CEEE                       A:55 X:FB Y:88 P:A5 SP:FD CYC:2267
CEEE  A2 55     LDX #$55                        A:55 X:FB Y:88 P:A5 SP:FB CYC:2273
CEF0  A0 69     LDY #$69                        A:55 X:55 Y:88 P:25 SP:FB CYC:2275
CEF2  A9 FF     LDA #$FF                        A:55 X:55 Y:69 P:25 SP:FB CYC:2277
CEF4  85 01     STA $01                         A:FF X:55 Y:69 P:A5 SP:FB CYC:2279
CEF6  EA        NOP                             A:FF X:55 Y:69 P:A5 SP:FB CYC:2282
CEF7  24 01     BIT $01                         A:FF X:55 Y:69 P:A5 SP:FB CYC:2284
CEF9  38        SEC                             A:FF X:55 Y:69 P:E5 SP:FB CYC:2287
CEFA  A9 01     LDA #$01                        A:FF X:55 Y:69 P:E5 SP:FB CYC:2289
CEFC  4A        LSR A                           A:01 X:55 Y:69 P:65 SP:FB CYC:2291
CEFD  90 1D     BCC $CF1C                       A:00 X:55 Y:69 P:67 SP:FB CYC:2293
CEFF  D0 1B     BNE $CF1C                       A:00 X:55 Y:69 P:67 SP:FB CYC:2295
CF01  30 19     BMI $CF1C                       A:00 X:55 Y:69 P:67 SP:FB CYC:2297
CF03  50 17     BVC $CF1C                       A:00 X:55 Y:69 P:67 SP:FB CYC:2299
CF05  C9 00     CMP #$00                        A:00 X:55 Y:69 P:67 SP:FB CYC:2301
CF07  D0 13     BNE $CF1C                       A:00 X:55 Y:69 P:67 SP:FB CYC:2303
CF09  B8        CLV                             A:00 X:55 Y:69 P:67 SP:FB CYC:2305
CF0A  A9 AA     LDA #$AA                        A:00 X:55 Y:69 P:27 SP:FB CYC:2307
CF0C  4A        LSR A                           A:AA X:55 Y:69 P:A5 SP:FB CYC:2309
CF0D  B0 0D     BCS $CF1C                       A:55 X:55 Y:69 P:24 SP:FB CYC:2311
CF0F  F0 0B     BEQ $CF1C                       A:55 X:55 Y:69 P:24 SP:FB CYC:2313
CF11  30 09     BMI $CF1C                       A:55 X:55 Y:69 P:24 SP:FB CYC:2315
CF13  70 07     BVS $CF1C                       A:55 X:55 Y:69 P:24 SP:FB CYC:2317
CF15  C9 55     CMP #$55                        A:55 X:55 Y:69 P:24 SP:FB CYC:2319
CF17  D0 03     BNE $CF1C                       A:55 X:55 Y:69 P:27 SP:FB CYC:2321
CF19  4C 20 CF  JMP $CF20                       A:55 X:55 Y:69 P:27 SP:FB CYC:2323
CF20  EA        NOP                             A:55 X:55 Y:69 P:27 SP:FB CYC:2326
CF21  24 01     BIT $01                         A:55 X:55 Y:69 P:27 SP:FB CYC:2328
CF23  38        SEC                             A:55 X:55 Y:69 P:E5 SP:FB CYC:2331
CF24  A9 80     LDA #$80                        A:55 X:55 Y:69 P:E5 SP:FB CYC:2333
CF26  0A        ASL A                           A:80 X:55 Y:69 P:E5 SP:FB CYC:2335
CF27  90 1E     BCC $CF47                       A:00 X:55 Y:69 P:67 SP:FB CYC:2337
CF29  D0 1C     BNE $CF47                       A:00 X:55 Y:69 P:67 SP:FB CYC:2339
CF2B  30 1A     BMI $CF47                       A:00 X:55 Y:69 P:67 SP:FB CYC:2341
CF2D  50 18     BVC $CF47                       A:00 X:55 Y:69 P:67 SP:FB CYC:2343
CF2F  C9 00     CMP #$00                        A:00 X:55 Y:69 P:67 SP:FB CYC:2345
CF31  D0 14     BNE $CF47                       A:00 X:55 Y:69 P:67 SP:FB CYC:2347
CF33  B8        CLV                             A:00 X:55 Y:69 P:67 SP:FB CYC:2349
CF34  38        SEC                             A:00 X:55 Y:69 P:27 SP:FB CYC:2351
CF35  A9 55     LDA #$55                        A:00 X:55 Y:69 P:27 SP:FB CYC:2353
CF37  0A        ASL A                           A:55 X:55 Y:69 P:25 SP:FB CYC:2355
CF38  B0 0D     BCS $CF47                       A:AA X:55 Y:69 P:A4 SP:FB CYC:2357
CF3A  F0 0B     BEQ $CF47                       A:AA X:55 Y:69 P:A4 SP:FB CYC:2359
CF3C  10 09     BPL $CF47                       A:AA X:55 Y:69 P:A4 SP:FB CYC:2361
CF3E  70 07     BVS $CF47                       A:AA X:55 Y:69 P:A4 SP:FB CYC:2363
CF40  C9 AA     CMP #$AA                        A:AA X:55 Y:69 P:A4 SP:FB CYC:2365
CF42  D0 03     BNE $CF47                       A:AA X:55 Y:69 P:27 SP:FB CYC:2367
CF44  4C 4B CF  JMP $CF4B                       A:AA X:55 Y:69 P:27 SP:FB CYC:2369
CF4B  EA        NOP                             A:AA X:55 Y:69 P:27 SP:FB CYC:2372
CF4C  24 01     BIT $01                         A:AA X:55 Y:69 P:27 SP:FB CYC:2374
CF4E  38        SEC                             A:AA X:55 Y:69 P:E5 SP:FB CYC:2377
CF4F  A9 01     LDA #$01                        A:AA X:55 Y:69 P:E5 SP:FB CYC:2379
CF51  6A        ROR A                           A:01 X:55 Y:69 P:65 SP:FB CYC:2381
CF52  90 1E     BCC $CF72                       A:80 X:55 Y:69 P:E5 SP:FB CYC:2383
CF54  F0 1C     BEQ $CF72                       A:80 X:55 Y:69 P:E5 SP:FB CYC:2385
CF56  10 1A     BPL $CF72                       A:80 X:55 Y:69 P:E5 SP:FB CYC:2387
CF58  50 18     BVC $CF72                       A:80 X:55 Y:69 P:E5 SP:FB CYC:2389
CF5A  C9 80     CMP #$80                        A:80 X:55 Y:69 P:E5 SP:FB CYC:2391
CF5C  D0 14     BNE $CF72                       A:80 X:55 Y:69 P:67 SP:FB CYC:2393
CF5E  B8        CLV                             A:80 X:55 Y:69 P:67 SP:FB CYC:2395
CF5F  18        CLC                             A:80 X:55 Y:69 P:27 SP:FB CYC:2397
CF60  A9 55     LDA #$55                        A:80 X:55 Y:69 P:26 SP:FB CYC:2399
CF62  6A        ROR A                           A:55 X:55 Y:69 P:24 SP:FB CYC:2401
CF63  90 0D     BCC $CF72                       A:2A X:55 Y:69 P:25 SP:FB CYC:2403
CF65  F0 0B     BEQ $CF72                       A:2A X:55 Y:69 P:25 SP:FB CYC:2405
CF67  30 09     BMI $CF72                       A:2A X:55 Y:69 P:25 SP:FB CYC:2407
CF69  70 07     BVS $CF72                       A:2A X:55 Y:69 P:25 SP:FB CYC:2409
